pwk_L	pwk_pc	hw_slp1	iast	pipeline_tier	rank	mw_fuzzy	evidence	mw_forms	verdict	corr_n	corr_dicts	mahavy	mahavy_refs	dcs_lemma	dcs_form	body_chars	review_note
209861	7-291-d	aNguzWaka	aṅguṣṭhaka	nearform0.89		aNguzWikA		aNguzWikA	near-form-needs-eyes	1	sch	0		1	1	41	
209862	7-291-d	aNguzWaviBedika	aṅguṣṭhavibhedika	nearform0.93		aNguzWaviBedaka		aNguzWaviBedaka	near-form-needs-eyes	2	bhs;sch	0		0	0	47	
209867	7-291-d	acakita	acakita	NO-MATCH	A		A:aNGryavanejana;A:acakravarta		confirmed-missing	3	md;sch;stc	0		1	1	39	
209870	7-291-d	acandrasUrya	acandrasūrya	NO-MATCH	B		B:acaRqa		confirmed-missing	2	sch;stc	0		0	0	128	
209871	7-291-d	acandrArkagraha	acandrārkagraha	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	47	
209872	7-291-d	acayana	acayana	NO-MATCH	A		A:acara		confirmed-missing	1	sch	0		0	0	40	
209878	7-291-d	acarvayant	acarvayant	NO-MATCH	A		A:acarita;B:acala		confirmed-missing	1	sch	0		0	0	42	
209880	7-291-d	acaladakza	acaladakṣa	NO-MATCH	B		B:acala;B:acalapura		confirmed-missing	0		0		0	0	42	
209882	7-291-d	acalendra	acalendra	NO-MATCH	A		B:acalapura;A:acAkrika		confirmed-missing	3	inm;md;sch	0		0	0	60	
209884	7-291-d	acAkzuza	acākṣuṣa	nearform0.94		acakzuzka		acakzuzka	near-form-needs-eyes	1	sch	0		1	1	43	
209885	7-291-d	acAturmAsya	acāturmāsya	NO-MATCH	C				confirmed-missing	2	sch;stc	0		0	0	89	
209886	7-291-d	acikitsanIya	acikitsanīya	NO-MATCH	B		B:acit		confirmed-missing	2	md;sch	0		0	0	44	
209889	7-291-d	acintanIya	acintanīya	NO-MATCH	B		B:acittapAjas;B:acintya		confirmed-missing	6	ap;cae;ccs;md;sch;vcp	0		0	0	110	
209891	7-291-d	acintyaja	acintyaja	NO-MATCH	B		B:acintya;B:acira		confirmed-missing	1	sch	0		1	0	41	
209893	7-291-d	aciraruci	aciraruci	nearform0.82		arTaruci		arTaruci	near-form-needs-eyes	1	sch	0		0	0	41	
209898	7-292-a	acetita	acetita	NO-MATCH	B		B:acetana		confirmed-missing	3	md;sch;stc	0		1	1	60	
209899	7-292-a	acokza	acokṣa	NO-MATCH	A		A:acCawASabda		confirmed-missing	1	sch	0		1	0	93	
209901	7-292-a	acCattraka	acchattraka	nearform0.80		apacCattra		apacCattra	near-form-needs-eyes	1	sch	0		0	0	42	
209902	7-292-a	acCadirdarSa	acchadirdarśa	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	44	
209903	7-292-a	acCadman	acchadman	nearform0.88		AcCAdana		AcCAdana	near-form-needs-eyes	2	sch;stc	0		0	0	40	
209904	7-292-a	acCanda	acchanda	nearform0.80		AcCAdana		AcCAdana	near-form-needs-eyes	3	ben;md;sch	0		0	0	42	
209906	7-292-a	acCandaskfta	acchandaskṛta	NO-MATCH	A		A:acCandaska;B:acCaBalla		confirmed-missing	1	sch	0		0	0	44	
209908	7-292-a	acCamaRqaka	acchamaṇḍaka	NO-MATCH	B		B:acCaBalla		confirmed-missing	1	sch	0		0	0	43	
209909	7-292-a	acCambawkAram	acchambaṭkāram	nearform0.89		acCambawkArAya		acCambawkArAya	near-form-needs-eyes	1	sch	0		0	0	49	
209910	7-292-a	acCardanIya	acchardanīya	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	43	
209911	7-292-a	acCAyopaga	acchāyopaga	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	76	
209912	7-292-a	acCidradarSana	acchidradarśana	NO-MATCH	C				confirmed-missing	2	ben;sch	0		0	0	46	
209913	7-292-a	acCidrapattra	acchidrapattra	nearform0.85		acCinnapattra		acCinnapattra	near-form-needs-eyes	1	sch	0		0	0	45	
209914	7-292-a	acCidrayAman	acchidrayāman	nearform0.87		aKidrayAman		aKidrayAman	near-form-needs-eyes	1	sch	0		0	0	48	
209915	7-292-a	acCidrASvameDa	acchidrāśvamedha	NO-MATCH	B		B:acCinna		confirmed-missing	1	sch	0		0	0	46	
209918	7-292-a	acCinnapayas	acchinnapayas	NO-MATCH	B		B:acCinnapattra;B:acCuptA		confirmed-missing	1	sch	0		0	0	45	
209923	7-292-a	acyutakfzRadIkzita	acyutakṛṣṇadīkṣita	NO-MATCH	B		B:acyuta		confirmed-missing	1	sch	0		0	0	70	
209924	7-292-a	acyutapraca	acyutapraca	NO-MATCH	C				confirmed-missing	2	pwg;sch	0		0	0	43	
209925	7-292-a	acyutaprekza	acyutaprekṣa	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	44	
209926	7-292-a	acyutarAjAByudaya	acyutarājābhyudaya	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	49	
209927	7-292-a	acyutaloka	acyutaloka	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	42	
209928	7-292-a	acyutaSataka	acyutaśataka	NO-MATCH	C				confirmed-missing	2	acc;sch	0		0	0	44	
209929	7-292-a	acyutArcana	acyutārcana	nearform0.82		acyutAgraja		acyutAgraja	near-form-needs-eyes	1	sch	0		0	0	43	
209930	7-292-a	acyuti	acyuti	stem				acyuta	covered-by-MW-stem-form	2	sch;vcp	0		1	1	38	
209932	7-292-a	ajakranda	ajakranda	nearform0.89		avakranda		avakranda	near-form-needs-eyes	1	sch	0		0	0	41	
209934	7-292-a	ajagat	ajagat	nearform0.92		ajagati		ajagati	near-form-needs-eyes	3	ben;sch;stc	0		0	0	38	
209937	7-292-a	ajagDapApman	ajagdhapāpman	NO-MATCH	B		B:ajagAva		confirmed-missing	1	sch	0		0	0	45	
209938	7-292-a	ajaNgama	ajaṅgama	NO-MATCH	C				confirmed-missing	1	sch	0		1	0	40	
209939	7-292-b	ajaNGAla	ajaṅghāla	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	40	
209940	7-292-b	ajajYivaMs	ajajñivaṃs	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	111	
209941	7-292-b	ajaWara	ajaṭhara	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	39	
209942	7-292-b	ajaqapramAtfsidDi	ajaḍapramātṛsiddhi	NO-MATCH	B		B:ajana		confirmed-missing	2	acc;sch	0		0	0	49	
209945	7-292-b	ajanavAdaSIla	ajanavādaśīla	NO-MATCH	A		B:ajanani;A:ajanman		confirmed-missing	1	sch	0		0	0	78	
209947	7-292-b	ajanmanASa	ajanmanāśa	NO-MATCH	A		A:ajanman;B:ajanya		confirmed-missing	1	sch	0		0	0	42	
209949	7-292-b	ajabanDu	ajabandhu	nearform0.88		asabanDu		asabanDu	near-form-needs-eyes	2	sch;vcp	0		0	0	40	
209950	7-292-b	ajamaTana	ajamathana	NO-MATCH	B		B:ajamIQa		confirmed-missing	1	sch	0		0	0	41	
209954	7-292-b	ajarAjarizRu	ajarājariṣṇu	NO-MATCH	B		B:ajaras;B:ajarAmara		confirmed-missing	1	sch	0		0	0	44	
209956	7-292-b	ajarAmarI	ajarāmarī	stem				ajarAmara	covered-by-MW-stem-form	1	sch	0		0	0	164	
209957	7-292-b	ajalpant	ajalpant	NO-MATCH	B		B:ajAgalastana		confirmed-missing	3	cae;ccs;sch	0		0	0	56	
209959	7-292-b	ajAtaguRa	ajātaguṇa	nearform0.82		AtmaguRa		AtmaguRa	near-form-needs-eyes	1	sch	0		0	0	41	
209960	7-292-b	ajAtarajas	ajātarajas	NO-MATCH	B		B:ajAtaSatru		confirmed-missing	1	sch	0		0	0	42	
209964	7-292-b	ajApAla	ajāpāla	nearform1.00		ajapAla		ajapAla	covered-by-fold-twin-flagged	1	sch	0		0	0	42	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
209968	7-292-b	ajigIza	ajigīṣa	NO-MATCH	B		B:ajASva		confirmed-missing	3	md;sch;stc	0		0	0	57	
209969	7-292-b	ajitadevAcArya	ajitadevācārya	NO-MATCH	C				confirmed-missing	2	acc;sch	0		0	0	46	
209970	7-292-b	ajitamanas	ajitamanas	nearform0.90		ahitamanas		ahitamanas	near-form-needs-eyes	1	sch	0		0	0	45	
209971	7-292-b	ajitendriyamiSra	ajitendriyamiśra	NO-MATCH	A		A:ajinaratna		confirmed-missing	1	sch	0		0	0	48	
209973	7-292-b	ajinavAsas	ajinavāsas	nearform0.80		ajinavAsin		ajinavAsin	near-form-needs-eyes	1	sch	0		0	0	42	
209976	7-292-b	ajihmacArin	ajihmacārin	NO-MATCH	B		B:ajihma;B:ajihva		confirmed-missing	1	sch	0		0	0	62	
209980	7-292-b	ajIrRAmftamaYjarI	ajīrṇāmṛtamañjarī	NO-MATCH	B		B:ajIrRa;B:ajIrRi		confirmed-missing	2	acc;sch	0		0	0	49	
209982	7-292-c	ajIryant	ajīryant	nearform0.93		ajIryat		ajIryat	near-form-needs-eyes	2	sch;stc	0		0	0	40	
209984	7-292-c	ajugupsa	ajugupsa	NO-MATCH	A		B:ajIvani;A:ajU		confirmed-missing	3	ben;sch;stc	0		0	0	59	
209988	7-292-c	ajYAtar	ajñātar	nearform0.92		ajYAta		ajYAta	near-form-needs-eyes	1	sch	0		0	0	39	
209989	7-292-c	ajYAtalipsam	ajñātalipsam	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	44	
209990	7-292-c	ajYeyatva	ajñeyatva	NO-MATCH	B		B:ajyAni		confirmed-missing	1	sch	0		0	0	41	
209992	7-292-c	ajyAyaMs	ajyāyaṃs	nearform0.93		ajyAyas		ajyAyas	near-form-needs-eyes	1	sch	0		0	0	41	
209996	7-292-c	aYjanaparvan	añjanaparvan	NO-MATCH	B		B:aYjanaka		confirmed-missing	2	inm;sch	0		1	0	164	
209997	7-292-c	aYjanABa	añjanābha	nearform0.88		abjanABa		abjanABa	near-form-needs-eyes	4	inm;mci;pwg;sch	0		1	0	43	
209998	7-292-c	aYjanika	añjanika	stem				aYjanikA	covered-by-MW-stem-form	4	gst;mw72;pwg;sch	0		0	0	40	
210000	7-292-c	aYjalipragraha	añjalipragraha	NO-MATCH	B		B:aYjalipuwa		confirmed-missing	1	sch	0		0	0	46	
210001	7-292-c	aYjalivEBava	añjalivaibhava	NO-MATCH	C				confirmed-missing	2	acc;sch	0		0	0	44	
210002	7-292-c	aYjogati	añjogati	nearform0.80		ajagati		ajagati	near-form-needs-eyes	2	sch;stc	0		0	0	164	
210007	7-292-c	awwapAla	aṭṭapāla	NO-MATCH	B		B:awAwyA;B:awwahAsa		confirmed-missing	1	sch	0		0	0	40	
210009	7-292-c	aRahilapAwaka	aṇahilapāṭaka	NO-MATCH	A		B:awwahAsa;A:aRi		confirmed-missing	1	sch	0		0	0	45	
210011	7-292-c	aRika	aṇika	nearform0.91		aRqika		aRqika	near-form-needs-eyes	1	sch	0		1	0	43	
210015	7-292-c	aRujyotis	aṇujyotis	NO-MATCH	A		A:aRu;A:aRupriyaNgu		confirmed-missing	1	sch	0		0	0	41	
210019	7-292-c	aRUka	aṇūka	nearform1.00		ARUka		ARUka	covered-by-fold-twin-flagged	1	sch	0		0	1	160	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
210020	7-292-c	aRUkARqa	aṇūkāṇḍa	NO-MATCH	B		B:aRW		confirmed-missing	1	sch	0		0	0	40	
210023	7-292-d	aRqantara	aṇḍantara	NO-MATCH	A		A:aRqa		confirmed-missing	1	sch	0		0	0	41	
210024	7-292-d	aRqaBedana	aṇḍabhedana	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	42	
210025	7-292-d	aRqAta	aṇḍāta	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	67	
210026	7-292-d	aRRAdIkzita	aṇṇādīkṣita	nearform0.86		ayadIkzita		ayadIkzita	near-form-needs-eyes	2	acc;sch	0		0	0	43	
210028	7-292-d	atacCabda	atacchabda	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	59	
210029	7-292-d	atajjAtIya	atajjātīya	nearform0.86		antyajAtIya		antyajAtIya	near-form-needs-eyes	1	sch	0		0	0	58	
210030	7-292-d	ataTAkaraRa	atathākaraṇa	nearform0.91		AtatIkaraRa		AtatIkaraRa	near-form-needs-eyes	1	sch	0		0	0	43	
210032	7-292-d	atadarhamARa	atadarhamāṇa	NO-MATCH	B		B:atad		confirmed-missing	1	sch	0		0	0	130	
210033	7-292-d	atadAtman	atadātman	nearform0.84		antarAtman		antarAtman	near-form-needs-eyes	1	sch	0		1	0	41	
210035	7-292-d	atadrUpa	atadrūpa	nearform0.80		atirUpa		atirUpa	near-form-needs-eyes	1	sch	0		0	0	43	
210036	7-292-d	atadvid	atadvid	nearform0.86		Atmavid		Atmavid	near-form-needs-eyes	2	cae;sch	0		0	0	39	
210037	7-292-d	atadvIryavidvaMs	atadvīryavidvaṃs	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	48	
210038	7-292-d	atanubala	atanubala	NO-MATCH	C				confirmed-missing	2	md;sch	0		0	0	41	
210039	7-292-d	atantumant	atantumant	NO-MATCH	B		B:atantra		confirmed-missing	1	sch	0		0	0	42	
210041	7-292-d	atantrita	atantrita	nearform0.89		atandrita		atandrita	near-form-needs-eyes	1	sch	0		1	0	41	
210045	7-292-d	atarapaRya	atarapaṇya	nearform0.80		antarayaRa		antarayaRa	near-form-needs-eyes	1	sch	0		0	0	135	
210047	7-292-d	ataruRa	ataruṇa	NO-MATCH	B		B:ataritra		confirmed-missing	1	sch	0		0	0	39	
210048	7-292-d	atarkaRIya	atarkaṇīya	nearform0.84		akaraRIya		akaraRIya	near-form-needs-eyes	1	sch	0		0	0	188	
210049	7-292-d	atarkAvacara	atarkāvacara	NO-MATCH	B		B:atarkita		confirmed-missing	1	sch	0		0	0	44	
210051	7-292-d	atarzula	atarṣula	stem				atarzulam	covered-by-MW-stem-form	1	sch	0		1	0	40	
210055	7-292-d	atAttvika	atāttvika	NO-MATCH	B		B:atasTAna		confirmed-missing	2	fri;sch	0		0	0	76	
210056	7-292-d	atApaBft	atāpabhṛt	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	40	
210057	7-292-d	atArya	atārya	nearform1.00		AtArya		AtArya	covered-by-fold-twin-flagged	1	sch	0		0	0	38	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
210058	7-292-d	atikaWina	atikaṭhina	nearform0.82		atikAnta		atikAnta	near-form-needs-eyes	1	sch	0		0	0	41	
210059	7-292-d	atikapila	atikapila	NO-MATCH	C				confirmed-missing	2	pui;sch	0		0	0	41	
210060	7-292-d	atikaruRa	atikaruṇa	nearform0.84		astakaruRa		astakaruRa	near-form-needs-eyes	3	cae;sch;stc	0		0	0	41	
210061	7-292-d	atikala	atikala	nearform0.80		atiSukla		atiSukla	near-form-needs-eyes	3	md;sch;stc	0		1	0	39	
210062	7-293-a	atikazwa	atikaṣṭa	nearform0.88		aDikazwa		aDikazwa	near-form-needs-eyes	3	md;sch;stc	0		0	0	97	
210063	7-293-a	atikAtara	atikātara	nearform0.84		atikftArTa		atikftArTa	near-form-needs-eyes	4	cae;md;sch;stc	0		0	0	58	
210064	7-293-a	atikAryakara	atikāryakara	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	77	
210065	7-293-a	atikuYcita	atikuñcita	nearform0.80		anukuYcita		anukuYcita	near-form-needs-eyes	1	sch	0		0	0	104	
210066	7-293-a	atikuwila	atikuṭila	nearform0.82		atikulva		atikulva	near-form-needs-eyes	1	sch	0		0	0	76	
210069	7-293-a	atikrame	atikrame	stem				atikrama	covered-by-MW-stem-form	1	sch	0		0	1	41	
210070	7-293-a	atikrAntaBAvanIya	atikrāntabhāvanīya	NO-MATCH	A		A:atikrAntAtikrAnta		confirmed-missing	2	pwg;sch	0		0	0	52	
210073	7-293-a	atikrUramfdu	atikrūramṛdu	NO-MATCH	B		B:atikrudDa		confirmed-missing	1	sch	0		0	0	96	
210074	7-293-a	atigarIyaMs	atigarīyaṃs	nearform0.95		atigarIyas		atigarIyas	near-form-needs-eyes	1	sch	0		0	0	43	
210075	7-293-a	atigarjin	atigarjin	NO-MATCH	B		B:atiguru		confirmed-missing	2	pwg;sch	0		0	0	73	
210077	7-293-a	atigfdDa	atigṛddha	nearform0.88		ativfdDa		ativfdDa	near-form-needs-eyes	1	sch	0		0	0	40	
210078	7-293-a	atigrAhyapAtra	atigrāhyapātra	nearform0.81		AgrayaRapAtra		AgrayaRapAtra	near-form-needs-eyes	1	sch	0		0	0	46	
210079	7-293-a	atiGana	atighana	NO-MATCH	C				confirmed-missing	3	md;sch;stc	0		1	0	80	
210080	7-293-a	atiGasmara	atighasmara	nearform0.80		atisamarTa		atisamarTa	near-form-needs-eyes	1	sch	0		0	0	42	
210081	7-293-a	aticaRqikA	aticaṇḍikā	NO-MATCH	C				confirmed-missing	1	sch	0		1	1	42	
210082	7-293-a	aticatura	aticatura	nearform0.84		aticCattra		aticCattra	near-form-needs-eyes	5	cae;ccs;md;sch;stc	0		0	0	44	
210083	7-293-a	aticapala	aticapala	nearform0.95		aticApalya		aticApalya	near-form-needs-eyes	1	sch	0		0	0	41	
210085	7-293-a	aticikkaRa	aticikkaṇa	NO-MATCH	B		B:aticAra;B:aticCattraka		confirmed-missing	1	sch	0		0	0	88	
210087	7-293-a	aticCedya	aticchedya	NO-MATCH	B		B:aticCattraka		confirmed-missing	2	sch;stc	0		0	0	41	
210088	7-293-a	atijawADara	atijaṭādhara	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	43	
210089	7-293-a	atijaWara	atijaṭhara	nearform0.82		atijaras		atijaras	near-form-needs-eyes	3	md;sch;stc	0		0	0	143	
210090	7-293-a	atitarpaRa	atitarpaṇa	nearform0.84		avitaraRa		avitaraRa	near-form-needs-eyes	1	sch	0		1	0	42	
210091	7-293-a	atitarza	atitarṣa	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	40	
210092	7-293-a	atitApa	atitāpa	nearform0.92		atitap		atitap	near-form-needs-eyes	1	sch	0		1	1	39	
210094	7-293-a	atitikzA	atitikṣā	nearform0.80		ativizA		ativizA	near-form-needs-eyes	2	sch;stc	0		0	0	57	
210096	7-293-a	atituNga	atituṅga	NO-MATCH	B		B:atitIvra		confirmed-missing	1	sch	0		0	0	40	
210097	7-293-a	atitud	atitud	nearform0.83		atinud		atinud	near-form-needs-eyes	3	md;sch;stc	0		0	0	38	
210098	7-293-a	atitundila	atitundila	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	78	
210099	7-293-a	atitfpta	atitṛpta	stem				atitfpti	covered-by-MW-stem-form	1	sch	0		0	0	40	
210100	7-293-b	atiTivratin	atithivratin	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	43	
210101	7-293-b	atiTI	atithī	stem				atiTi	covered-by-MW-stem-form	1	sch	0		0	1	37	
210103	7-293-b	atidarpita	atidarpita	NO-MATCH	B		B:atidagDa		confirmed-missing	3	md;sch;stc	0		0	0	42	
210104	7-293-b	atidaSaraTam	atidaśaratham	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	44	
210105	7-293-b	atidahanAtmaka	atidahanātmaka	NO-MATCH	B		B:atidAha		confirmed-missing	3	md;sch;stc	0		0	0	46	
210107	7-293-b	atidilIpam	atidilīpam	NO-MATCH	B		B:atidAha		confirmed-missing	1	sch	0		0	0	42	
210108	7-293-b	atidIpti	atidīpti	nearform0.82		agnidIpti		agnidIpti	near-form-needs-eyes	1	sch	0		1	0	77	
210109	7-293-b	atiduHKa	atiduḥkha	NO-MATCH	C				confirmed-missing	2	sch;stc	0		0	0	59	
210110	7-293-b	atidurjana	atidurjana	NO-MATCH	C				confirmed-missing	3	md;sch;stc	0		0	0	42	
210111	7-293-b	atidurnaya	atidurnaya	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	42	
210112	7-293-b	atidurnyasta	atidurnyasta	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	124	
210113	7-293-b	atidurbala	atidurbala	NO-MATCH	C				confirmed-missing	3	md;sch;stc	0		0	0	45	
210114	7-293-b	atidurbalatA	atidurbalatā	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	82	
210115	7-293-b	atidurvizaha	atidurviṣaha	NO-MATCH	C				confirmed-missing	2	sch;stc	0		0	0	44	
210116	7-293-b	atidurvizahya	atidurviṣahya	nearform0.80		adurgavizaya		adurgavizaya	near-form-needs-eyes	1	sch	0		0	0	45	
210117	7-293-b	atiduzwa	atiduṣṭa	nearform0.88		aBiduzwa		aBiduzwa	near-form-needs-eyes	2	cae;sch	0		1	0	43	
210120	7-293-b	atidUravartin	atidūravartin	NO-MATCH	B		B:atidUra		confirmed-missing	3	ben;ccs;sch	0		0	0	45	
210121	7-293-b	atidUzita	atidūṣita	nearform0.89		aBidUzita		aBidUzita	near-form-needs-eyes	1	sch	0		0	0	41	
210123	7-293-b	atidozala	atidoṣala	nearform0.82		atidozam		atidozam	near-form-needs-eyes	1	sch	0		1	0	59	
210125	7-293-b	atiDanin	atidhanin	nearform0.82		atiDanvan		atiDanvan	near-form-needs-eyes	2	sch;stc	0		1	0	40	
210126	7-293-b	atiDarma	atidharma	nearform0.88		aBiDarma		aBiDarma	near-form-needs-eyes	0		0		0	0	71	
210127	7-293-b	atinadIzRa	atinadīṣṇa	NO-MATCH	C				confirmed-missing	2	ben;sch	0		0	0	42	
210128	7-293-b	atinanAmin	atinanāmin	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	63	
210129	7-293-b	atinayana	atinayana	nearform0.89		atiSayana		atiSayana	near-form-needs-eyes	1	sch	0		1	1	41	
210130	7-293-b	atinarman	atinarman	nearform0.94		atinAman		atinAman	near-form-needs-eyes	2	sch;stc	0		0	0	41	
210131	7-293-b	atiniBftam	atinibhṛtam	NO-MATCH	C				confirmed-missing	3	md;sch;stc	0		0	0	60	
210132	7-293-b	atinirGfRa	atinirghṛṇa	NO-MATCH	C				confirmed-missing	5	cae;ccs;md;sch;stc	0		0	0	42	
210133	7-293-b	atinirmaTana	atinirmathana	NO-MATCH	C				confirmed-missing	2	sch;stc	0		1	0	47	
210134	7-293-b	atinirmala	atinirmala	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	42	
210135	7-293-b	atinirlipta	atinirlipta	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	43	
210136	7-293-b	atinirvartin	atinirvartin	nearform0.87		avinivartin		avinivartin	near-form-needs-eyes	2	sch;stc	0		0	0	44	
210137	7-293-b	atinirviRRa	atinirviṇṇa	NO-MATCH	C				confirmed-missing	2	cae;sch	0		0	0	43	
210138	7-293-b	atinirvfta	atinirvṛta	nearform0.86		aBinirvftta		aBinirvftta	near-form-needs-eyes	2	sch;stc	0		0	0	42	
210139	7-293-b	atinizevitar	atiniṣevitar	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	44	
210140	7-293-b	atinIla	atinīla	nearform0.86		aBinIla		aBinIla	near-form-needs-eyes	1	sch	0		0	0	55	
210141	7-293-b	atipadmin	atipadmin	NO-MATCH	C				confirmed-missing	2	sch;stc	0		0	0	124	
210142	7-293-b	atipAvana	atipāvana	nearform0.89		atipatana		atipatana	near-form-needs-eyes	1	sch	0		0	0	41	
210143	7-293-b	atipiNga	atipiṅga	nearform0.80		apliNga		apliNga	near-form-needs-eyes	1	sch	0		0	0	40	
210144	7-293-b	atipiSuna	atipiśuna	NO-MATCH	C				confirmed-missing	3	md;sch;stc	0		0	0	41	
210145	7-293-b	atipIqita	atipīḍita	nearform0.89		aBipIqita		aBipIqita	near-form-needs-eyes	1	sch	0		0	1	44	
210146	7-293-c	atipUra	atipūra	nearform0.86		atidUra		atidUra	near-form-needs-eyes	4	ben;md;sch;stc	0		0	0	39	
210147	7-293-c	atipelava	atipelava	nearform0.82		aviplava		aviplava	near-form-needs-eyes	1	sch	0		0	0	41	
210148	7-293-c	atipOruza	atipauruṣa	nearform0.89		atipUruza		atipUruza	near-form-needs-eyes	3	md;sch;stc	0		1	0	41	
210150	7-293-c	atipratiloma	atipratiloma	nearform0.87		aprAtilomya		aprAtilomya	near-form-needs-eyes	1	sch	0		0	0	44	
210151	7-293-c	atipratyAsaNga	atipratyāsaṅga	NO-MATCH	C				confirmed-missing	2	sch;stc	0		0	0	46	
210152	7-293-c	atipraTita	atiprathita	nearform0.86		aBiprasTita		aBiprasTita	near-form-needs-eyes	1	sch	0		0	0	42	
210153	7-293-c	atiprapaYca	atiprapañca	nearform0.91		aviprapaYca		aviprapaYca	near-form-needs-eyes	1	sch	0		0	0	43	
210154	7-293-c	atipraBAvatI	atiprabhāvatī	NO-MATCH	B		B:atipramARa		confirmed-missing	1	sch	0		0	0	44	
210156	7-293-c	atipramATin	atipramāthin	NO-MATCH	B		B:atipramARa		confirmed-missing	1	sch	0		0	0	43	
210157	7-293-c	atipramAda	atipramāda	nearform0.90		atipramARa		atipramARa	near-form-needs-eyes	2	sch;stc	0		0	0	42	
210158	7-293-c	atipralApa	atipralāpa	NO-MATCH	C				confirmed-missing	0		0		1	0	42	
210159	7-293-c	atipraloBita	atipralobhita	NO-MATCH	C				confirmed-missing	2	sch;stc	0		0	0	68	
210160	7-293-c	atipravizwa	atipraviṣṭa	nearform0.91		aBipravizwa		aBipravizwa	near-form-needs-eyes	1	sch	0		1	0	46	
210161	7-293-c	atipravftta	atipravṛtta	stem				atipravftti	covered-by-MW-stem-form	3	cae;ccs;sch	0		0	1	43	
210163	7-293-c	atipraveSa	atipraveśa	nearform0.90		aBipraveSa		aBipraveSa	near-form-needs-eyes	3	md;sch;stc	0		0	0	42	
210164	7-293-c	atipraSAnta	atipraśānta	NO-MATCH	C				confirmed-missing	3	cae;sch;stc	0		0	0	43	
210165	7-293-c	atipriya	atipriya	nearform0.88		alipriya		alipriya	near-form-needs-eyes	2	md;sch	0		1	1	43	
210166	7-293-c	atiprIta	atiprīta	nearform0.88		aBiprIta		aBiprIta	near-form-needs-eyes	1	sch	0		0	0	40	
210167	7-293-c	atiprezaRa	atipreṣaṇa	nearform0.90		aBiprezaRa		aBiprezaRa	near-form-needs-eyes	1	sch	0		0	0	76	
210168	7-293-c	atibanDura	atibandhura	NO-MATCH	B		B:atibala		confirmed-missing	2	sch;stc	0		0	0	42	
210170	7-293-c	atibalAtkfta	atibalātkṛta	NO-MATCH	B		B:atibala;B:atibahu		confirmed-missing	1	sch	0		0	0	64	
210172	7-293-c	atibIBatsita	atibībhatsita	NO-MATCH	B		B:atibahu		confirmed-missing	1	sch	0		0	0	44	
210173	7-293-c	atiBakti	atibhakti	nearform0.82		aviBaktin		aviBaktin	near-form-needs-eyes	2	cae;sch	0		1	0	40	
210174	7-293-c	atiBaya	atibhaya	NO-MATCH	C				confirmed-missing	3	md;sch;stc	0		1	1	42	
210175	7-293-c	atiBayaMkaram	atibhayaṃkaram	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	45	
210176	7-293-c	atiBayAnaka	atibhayānaka	nearform0.82		AtiSAyanika		AtiSAyanika	near-form-needs-eyes	1	sch	0		0	0	43	
210177	7-293-c	atiBara	atibhara	nearform1.00		atiBAra		atiBAra	covered-by-fold-twin-flagged	3	ben;sch;stc	0		1	1	42	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
210178	7-293-c	atiBarita	atibharita	nearform0.82		ataritra		ataritra	near-form-needs-eyes	1	sch	0		0	0	41	
210179	7-293-c	atiBavAnIvallaBam	atibhavānīvallabham	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	49	
210180	7-293-c	atiBAravant	atibhāravant	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	43	
